Gene	ESC_CTCF	ESC_esrrb	ESC_mafk	ESC_myc	ESC_nanog	ESC_pou5f1	ESC_sox2	ESC_Sp1	ESC_Sp3
Lgals1	0	0	0	0	0	0	0	1	1
Lgals2	0	0	0	0	0	0	0	0	0
Lgals3	0	0	0	0	0	0	0	0	1
Lgals3bp	0	0	0	0	0	0	0	0	0
Lgals4	0	0	0	0	0	0	0	0	0
Lgals8	0	0	1	0	0	0	0	1	1
Lgals9	0	0	0	0	0	0	0	0	0
Lgalsl	1	1	0	1	0	1	0	1	1
Lgi2	0	0	0	0	0	0	0	0	0
Lgmn	0	0	1	0	0	0	0	1	1
Lgr4	0	0	1	0	0	0	0	0	1
Lgr5	1	1	0	0	0	0	0	0	1
Lgr6	1	0	0	0	0	0	0	1	1
Lhb	0	0	0	0	0	0	0	1	1
Lhfp	1	0	0	0	0	0	0	1	1
Lhfpl1	0	0	0	0	0	0	0	0	0
Lhfpl2	0	0	0	0	0	0	0	1	1
Lhfpl4	0	0	0	0	0	0	0	0	1
Lhpp	0	0	0	1	0	1	0	1	1
Lhx1	0	1	0	0	0	0	0	0	0
Lhx1os	0	0	0	0	0	1	0	0	0
Lhx6	0	1	1	0	0	1	0	0	0
Lias	0	0	0	0	0	1	0	0	0
Lif	1	1	0	1	0	0	0	0	1
Lifr	0	1	1	1	0	1	0	1	1
Lig1	0	0	0	1	0	1	0	1	1
Lig3	0	0	1	1	0	1	0	1	1
Lig4	1	0	1	0	0	1	0	1	1
Lilr4b	0	0	0	0	0	0	0	0	0
Lilra6	0	0	0	0	0	0	0	0	0
Lilrb4a	0	0	0	0	0	0	0	0	0
Lima1	0	0	0	1	0	1	1	1	1
Limch1	0	0	0	0	0	0	0	1	1
Limd1	1	0	0	0	0	1	0	1	1
Limd2	0	0	0	0	0	0	0	1	1
Lime1	0	0	0	0	0	0	0	0	0
Limk1	1	1	1	0	0	1	0	1	1
Limk2	1	1	1	1	0	1	0	1	1
Lims1	0	0	1	0	0	0	0	1	1
Lims2	0	0	0	0	0	0	0	0	0
Lin28a	0	1	0	1	0	0	1	1	1
Lin28b	0	0	0	1	0	0	0	0	1
Lin37	0	0	1	0	0	0	0	1	1
Lin52	0	0	1	0	0	0	0	0	0
Lin54	1	0	0	0	0	1	0	1	1
Lin7b	0	0	0	1	0	0	0	1	1
Lin7c	1	0	0	1	0	0	0	0	1
Lin9	0	1	0	1	0	1	0	0	1
Lincred1	0	0	0	0	0	0	0	0	0
Lingo3	0	0	0	0	0	0	0	0	0
Lins1	1	0	0	0	0	0	0	1	1
Lipa	0	0	0	0	0	0	0	1	1
Lipe	0	1	0	0	0	1	0	1	1
Lipg	0	0	0	0	0	1	0	0	0
Liph	0	0	0	1	1	1	1	0	1
Lipo2	1	0	0	0	0	0	0	0	1
Lipo3	1	0	0	0	0	0	0	1	1
Lipt1	0	0	0	1	0	1	0	1	1
Lipt2	1	0	0	1	0	1	0	1	1
Litaf	0	0	0	0	0	1	0	1	1
Lix1	1	0	1	0	0	0	0	0	0
Lix1l	0	0	0	0	0	0	0	1	1
Llgl1	0	0	0	0	0	1	1	1	1
Llgl2	0	0	0	0	0	1	0	1	1
Llph	0	0	0	1	0	0	0	1	1
Lman1	0	1	0	1	0	1	0	1	1
Lman2	0	1	0	1	1	1	0	0	1
Lman2l	0	0	0	1	0	1	0	1	1
Lmbr1	0	0	0	0	0	0	0	1	1
Lmbr1l	0	0	1	0	0	1	0	1	1
Lmbrd1	1	1	1	0	0	1	0	1	1
Lmbrd2	0	0	1	0	0	1	0	1	1
Lmf1	0	0	0	1	0	0	0	1	1
Lmf2	0	0	0	0	0	0	0	1	0
Lmln	0	1	0	0	0	0	0	1	1
Lmna	0	0	1	1	0	0	0	1	1
Lmnb1	0	0	0	0	0	1	0	1	1
Lmnb2	0	0	0	0	0	0	0	1	1
Lmntd2	0	0	0	0	0	0	0	0	0
Lmo1	1	0	0	0	0	0	0	0	0
Lmo2	1	1	0	0	0	0	0	0	1
Lmo4	0	0	1	0	0	0	0	0	1
Lmo7	0	0	0	1	0	1	0	1	1
Lmod1	0	0	0	0	0	0	0	0	0
Lmtk2	1	0	1	1	0	0	0	0	1
Lmtk3	0	0	0	0	0	0	0	1	1
Lmx1a	0	0	0	0	0	0	0	0	1
Lncenc1	0	1	0	0	0	1	1	1	1
Lncpint	0	0	0	0	0	0	0	0	0
Lnpep	0	1	1	0	0	1	0	1	1
Lnpk	0	1	0	0	0	1	0	1	1
Lnx1	0	0	0	0	0	0	0	0	1
Lnx2	1	0	0	1	0	0	0	0	0
LOC100503496	0	0	0	0	0	0	0	0	0
LOC100504703	0	0	0	0	0	0	0	0	0
LOC100861615	1	1	0	1	0	1	1	1	1
LOC101056073	0	0	0	0	0	0	0	0	0
LOC102634812	1	1	0	1	0	0	0	0	1
LOC102640359	0	0	0	0	0	0	0	0	0
LOC105246056	0	0	0	0	0	0	0	0	0
LOC105246506	1	1	1	0	1	1	1	0	0
LOC106557447	0	0	0	0	0	0	0	0	0
LOC106740	0	0	0	0	0	0	0	0	0
LOC108167416	0	0	0	0	0	0	0	0	1
LOC109729085	0	0	0	0	0	0	0	0	0
LOC215458	0	0	0	0	0	0	0	0	0
Lockd	0	0	1	1	0	1	0	1	1
Lonp1	0	0	0	0	0	1	0	1	1
Lonp2	0	1	0	0	0	1	0	1	1
Lonrf1	0	0	0	1	0	1	0	1	1
Lonrf2	0	0	0	0	0	0	0	0	0
Lonrf3	0	0	0	0	0	0	0	0	0
Lor	0	0	0	0	0	0	0	0	0
Lox	0	0	0	0	0	0	0	0	1
Loxl1	0	0	0	0	0	0	0	1	1
Loxl2	0	0	0	0	0	0	0	1	1
Loxl3	0	0	0	0	0	0	0	0	0
Loxl4	0	0	0	0	0	0	0	0	1
Lpar1	0	0	0	0	1	1	1	0	1
Lpar2	0	0	0	1	1	1	0	1	1
Lpar4	0	0	0	0	0	0	0	0	0
Lpar5	0	0	0	0	0	0	0	0	0
Lpar6	0	0	0	0	1	1	1	0	1
Lpcat1	0	0	0	0	0	1	0	1	1
Lpcat2	0	0	0	0	0	0	0	1	1
Lpcat3	1	0	1	0	0	0	0	1	1
Lpcat4	1	0	0	0	0	0	0	1	1
Lpgat1	0	1	0	0	0	1	0	1	1
Lpin1	0	1	0	0	0	1	0	1	1
Lpin2	0	0	0	0	0	1	0	1	1
Lpin3	1	1	1	0	0	1	0	1	1
Lpl	0	0	0	0	0	0	0	0	1
Lpp	0	1	0	0	0	1	0	1	0
Lppos	0	0	0	0	0	0	0	0	1
Lrba	0	1	0	0	0	1	0	1	1
Lrch1	1	1	0	0	0	0	0	1	1
Lrch2	0	0	0	0	0	0	0	0	0
Lrch3	0	0	0	0	0	0	0	1	1
Lrch4	0	0	0	0	0	0	0	1	1
Lrcol1	0	0	0	0	0	0	0	0	0
Lrfn1	0	0	0	0	0	0	0	0	0
Lrfn3	0	0	0	0	0	1	0	0	0
Lrfn4	0	1	0	1	0	1	0	1	1
Lrguk	0	0	0	0	0	0	0	0	1
Lrif1	0	0	0	0	0	1	0	1	1
Lrig1	0	0	0	0	0	1	0	1	1
Lrig2	1	0	1	0	0	0	0	1	1
Lrig3	0	0	0	1	0	0	0	0	1
Lrmp	0	1	0	1	0	0	0	1	1
Lrp1	0	1	0	0	0	1	0	1	1
Lrp10	1	1	0	0	0	1	0	1	1
Lrp11	0	0	0	0	0	0	0	1	1
Lrp12	0	0	0	0	0	1	0	1	1
Lrp2	1	0	1	0	0	0	0	1	1
Lrp3	0	0	0	0	0	1	0	0	1
Lrp4	0	0	0	0	0	0	0	1	1
Lrp5	0	0	0	0	0	0	0	0	1
Lrp6	0	0	0	0	0	1	0	1	1
Lrp8	1	0	0	1	0	1	0	1	1
Lrpap1	0	0	1	0	1	1	1	1	1
Lrpprc	0	1	1	1	0	0	0	1	1
Lrr1	0	0	0	0	0	0	0	1	1
Lrrc1	1	0	1	1	0	1	0	1	1
Lrrc14	0	0	0	0	0	0	0	0	1
Lrrc14b	0	0	0	0	0	0	0	0	0
Lrrc15	1	0	0	0	0	0	0	0	1
Lrrc2	0	0	0	0	0	0	0	0	0
Lrrc20	0	1	1	1	0	1	0	1	1
Lrrc24	0	1	0	1	0	0	0	0	0
Lrrc25	0	0	0	0	0	0	0	0	0
Lrrc27	0	0	1	0	0	1	0	1	1
Lrrc28	0	0	0	0	0	1	0	1	1
Lrrc29	0	0	0	0	0	0	0	1	1
Lrrc3	1	1	0	1	0	1	0	1	1
Lrrc31	0	1	0	0	0	0	0	0	0
Lrrc32	0	0	0	0	0	0	0	0	0
Lrrc34	0	1	0	1	1	1	1	0	0
Lrrc39	0	0	0	0	0	0	0	0	0
Lrrc3b	0	0	0	0	0	0	0	0	1
Lrrc4	0	0	0	0	0	0	0	0	1
Lrrc40	0	1	0	0	0	0	0	0	1
Lrrc41	1	0	1	0	0	0	0	1	1
Lrrc42	0	0	0	1	0	0	0	1	1
Lrrc45	0	0	0	0	0	0	0	0	0
Lrrc47	1	1	0	1	0	1	0	1	1
Lrrc49	0	1	1	0	0	0	0	1	1
Lrrc4b	0	0	0	0	0	0	0	0	0
Lrrc51	0	0	1	1	0	1	0	1	1
Lrrc55	0	0	0	0	0	0	0	0	0
Lrrc56	0	0	0	0	0	1	0	1	1
Lrrc57	0	0	0	0	0	0	0	0	0
Lrrc58	0	0	0	0	0	1	0	0	1
Lrrc59	1	0	1	0	0	0	0	0	1
Lrrc61	0	0	1	0	0	1	0	1	1
Lrrc71	1	0	0	0	0	0	0	0	1
Lrrc75a	0	0	0	0	0	0	0	1	1
Lrrc8a	1	0	0	0	0	0	0	1	1
Lrrc8b	0	0	1	0	0	1	0	1	1
Lrrc8c	0	0	0	0	0	0	0	1	1
Lrrc8d	0	0	0	1	0	1	0	1	1
Lrrc9	0	1	0	0	1	1	0	1	1
Lrrcc1	0	0	0	0	0	0	0	1	1
Lrrfip1	0	1	1	1	0	1	0	1	1
Lrrfip2	0	0	1	0	0	0	0	1	1
Lrriq4	0	0	0	0	0	0	0	1	1
Lrrk1	0	0	0	0	0	0	0	0	1
Lrrk2	0	0	0	0	0	0	0	0	0
Lrrn1	0	0	0	0	0	0	0	0	1
Lrrn2	0	0	0	0	1	1	1	0	1
Lrrn3	0	0	0	0	0	0	0	0	0
Lrrn4	0	1	1	0	0	1	0	1	1
Lrrn4cl	0	0	0	0	0	0	0	0	0
Lrrtm2	0	0	0	0	0	0	0	0	0
Lrsam1	0	0	0	0	0	0	0	0	0
Lrwd1	1	0	0	0	0	0	0	1	0
Lsg1	0	0	1	1	0	1	0	0	1
Lsm1	0	1	0	1	0	1	0	0	0
Lsm10	1	1	0	1	0	1	0	1	1
Lsm11	1	0	1	1	0	0	0	1	1
Lsm12	0	0	0	0	0	1	0	1	1
Lsm14a	0	0	1	0	0	0	0	1	1
Lsm14b	0	0	1	0	1	1	1	1	1
Lsm2	0	0	0	1	0	0	0	1	1
Lsm3	0	0	1	0	0	0	0	0	0
Lsm4	1	0	1	1	0	0	0	1	1
Lsm5	0	0	1	0	0	0	0	1	1
Lsm6	0	0	1	1	0	1	0	1	1
Lsm7	0	0	0	1	0	0	0	0	0
Lsm8	0	1	0	0	0	1	0	1	1
Lsp1	0	1	0	0	0	0	0	0	0
Lsr	0	0	0	1	0	1	0	1	0
Lss	0	0	0	0	0	1	0	1	1
Lst1	0	1	1	0	0	0	0	0	0
Lta4h	0	0	0	0	0	0	0	0	0
Ltb	0	0	0	0	0	0	0	0	0
Ltb4r1	0	0	0	0	0	0	0	0	0
Ltb4r2	0	0	0	1	0	0	0	0	1
Ltbp1	1	0	1	0	0	0	0	1	1
Ltbp2	1	0	1	0	0	1	0	0	1
Ltbp3	0	0	0	0	0	0	0	0	0
Ltbp4	1	0	1	0	0	0	0	0	0
Ltbr	0	0	0	0	0	0	0	0	1
Ltc4s	0	0	0	1	0	0	0	0	0
Ltf	0	0	0	0	0	0	0	0	0
Ltn1	0	0	0	0	0	0	0	1	1
Ltv1	0	0	0	1	0	0	0	1	1
Luc7l	1	0	1	1	0	1	0	0	1
Luc7l2	0	0	1	1	0	1	0	0	0
Luc7l3	0	0	0	1	0	0	0	1	1
Lurap1	0	0	0	0	0	0	0	0	0
Lurap1l	1	1	0	0	0	1	1	0	1
Luzp1	0	1	0	0	0	1	0	1	1
Lxn	0	0	0	0	0	0	0	0	1
Ly6a	0	0	0	0	0	0	0	0	0
Ly6c1	0	0	0	0	0	0	0	0	0
Ly6e	0	1	0	1	0	1	1	1	1
Ly6f	0	0	0	0	0	0	0	0	0
Ly6g5b	0	0	0	0	0	0	0	0	0
Ly6g6d	0	0	0	0	0	0	0	0	0
Ly6g6e	0	1	0	0	0	1	1	0	0
Ly6g6f	0	0	0	0	0	0	0	0	0
Ly6h	0	0	0	0	0	0	0	1	1
Ly75	0	0	0	0	0	1	1	1	1
Ly96	0	1	0	0	1	1	0	0	0
Lyar	0	0	0	1	0	0	0	0	0
Lyl1	0	0	0	0	0	0	0	0	0
Lyn	0	0	0	0	0	1	0	1	1
Lypd2	0	0	0	0	0	0	0	0	0
Lypd6	0	0	0	0	0	0	0	1	1
Lypla1	0	1	0	0	0	0	0	1	1
Lypla2	0	0	0	1	0	0	0	0	1
Lyplal1	0	0	1	1	0	0	0	1	1
Lyrm1	0	1	0	1	1	1	1	1	1
Lyrm2	0	0	0	1	0	0	0	1	1
Lyrm4	0	1	1	1	0	0	0	1	1
Lyrm7	0	1	1	0	1	1	0	1	1
Lyrm9	1	1	0	1	0	1	0	1	1
Lysmd1	0	0	0	0	0	0	0	0	0
Lysmd2	0	0	0	0	0	0	0	0	1
Lysmd3	0	0	0	0	0	1	1	1	1
Lysmd4	0	0	0	0	0	0	0	1	1
Lyst	1	0	0	0	0	1	0	1	1
Lyve1	0	0	0	0	0	0	0	0	0
Lyz2	0	0	0	0	0	0	0	0	0
Lzic	1	0	0	0	0	0	0	1	1
Lztfl1	0	1	1	0	0	1	0	0	1
Lztr1	1	0	0	1	0	1	0	1	1
Lzts1	0	0	0	0	0	0	0	0	0
Lzts2	0	0	0	0	0	0	0	1	0
Lzts3	0	0	0	0	0	0	0	1	1
M1ap	0	0	0	0	0	0	0	1	1
M6pr	1	0	0	0	0	0	0	1	1
Mab21l1	0	0	0	0	0	0	0	0	0
Mab21l3	0	0	0	0	0	1	0	0	1
Macf1	0	0	0	0	0	0	0	0	0
Macrod1	1	1	0	1	0	1	0	1	1
Macrod2	0	1	0	0	0	1	0	1	1
Mad1l1	1	0	1	0	0	1	0	1	1
Mad2l1	0	1	0	1	0	1	0	1	1
Mad2l1bp	0	0	0	0	0	1	0	1	1
Mad2l2	1	0	1	0	0	1	0	1	1
Madcam1	1	0	1	0	0	0	0	1	1
Madd	0	0	1	0	0	1	0	1	1
Maea	0	1	0	0	0	1	0	1	1
Mael	0	1	0	0	0	1	0	0	0
Maf	0	0	0	0	0	0	0	0	0
Maf1	0	0	0	0	0	0	0	0	0
Maff	0	1	1	1	0	1	0	1	1
Mafg	0	0	1	1	0	0	0	1	1
Mafk	0	0	0	1	0	0	0	1	1
Mageb16	0	1	0	0	0	1	0	0	0
Maged1	0	0	1	0	0	0	0	1	1
Maged2	0	0	0	0	0	0	0	1	1
Magee1	1	0	0	0	0	0	0	0	1
Magee2	0	0	0	0	0	0	0	0	0
Magef1	0	0	0	1	0	1	0	0	1
Mageh1	0	0	0	0	0	0	0	1	1
Magel2	1	0	0	0	0	0	0	1	1
Magi1	0	1	1	1	1	1	1	1	1
Magi3	0	0	0	0	0	1	0	1	1
Magoh	0	0	0	0	0	0	0	1	1
Magohb	0	0	0	0	0	0	0	0	0
Magt1	0	1	1	0	1	1	1	0	0
Maip1	0	0	0	1	0	0	0	0	0
Mak16	0	0	0	1	0	0	0	1	1
Mal2	0	0	0	0	0	0	0	1	1
Malat1	0	1	0	1	0	0	0	1	1
Malsu1	0	0	1	1	0	1	0	1	1
Malt1	0	0	0	0	0	0	0	1	1
Mamdc2	0	0	0	0	0	0	0	0	0
Mamdc4	0	0	0	0	0	0	0	0	0
Maml1	0	0	1	0	1	1	0	1	1
Maml2	0	0	1	0	0	1	0	0	0
Maml3	0	0	0	0	0	0	0	0	0
Mamstr	0	0	0	0	0	0	0	0	0
Man1a	0	0	0	0	0	1	0	1	1
Man1a2	0	0	0	1	0	0	0	1	1
Man1b1	0	0	0	0	0	0	0	0	0
Man1c1	0	0	0	0	1	1	0	1	1
Man2a1	1	0	0	0	0	0	0	1	1
Man2a2	1	0	1	0	0	1	0	1	1
Man2b1	0	0	0	0	0	0	0	1	1
Man2b2	1	0	0	1	0	1	0	0	1
Man2c1	0	0	0	1	0	1	0	0	0
Man2c1os	1	0	0	1	0	0	0	1	1
Manba	0	1	0	1	0	1	0	1	1
Manbal	0	0	0	0	0	0	0	0	1
Manea	0	0	0	0	0	0	0	1	1
Maneal	0	0	0	0	0	0	0	0	1
Manf	0	1	0	1	0	1	0	1	1
Mansc1	0	1	0	0	0	0	0	0	1
Maoa	0	0	0	1	0	0	0	1	1
Map10	1	0	0	0	0	0	0	1	1
Map1a	1	1	1	0	0	1	0	1	1
Map1b	1	1	0	1	0	1	0	1	1
Map1lc3a	0	0	0	0	0	1	0	1	1
Map1lc3b	1	0	0	0	0	0	0	0	0
Map1s	0	0	0	1	0	0	0	1	1
Map2	0	0	0	0	0	0	0	1	1
Map2k1	1	0	1	0	0	0	0	1	1
Map2k2	1	0	1	0	0	1	0	1	1
Map2k3	0	0	0	0	0	0	0	1	1
Map2k3os	0	1	0	1	0	0	0	0	0
Map2k4	0	0	0	0	0	1	0	1	1
Map2k5	0	1	0	0	0	0	0	1	1
Map2k6	0	0	1	0	0	0	0	0	0
Map2k7	1	1	1	1	0	1	0	1	1
Map3k1	0	1	0	1	0	1	0	0	1
Map3k10	0	0	0	0	0	0	0	0	0
Map3k11	0	0	1	0	0	0	0	0	1
Map3k12	1	0	0	0	0	0	0	0	0
Map3k14	0	0	0	0	0	0	0	1	1
Map3k15	0	1	1	0	0	0	0	1	1
Map3k2	0	1	0	0	0	1	0	1	1
Map3k20	1	0	0	0	0	0	0	0	1
Map3k3	1	0	0	1	1	1	0	1	1
Map3k4	1	0	0	0	0	0	0	1	1
Map3k5	1	1	0	0	0	0	0	1	1
Map3k6	1	0	1	0	0	0	0	1	1
Map3k7	0	0	0	0	0	1	0	1	1
Map3k8	0	0	0	0	0	0	0	0	1
Map3k9	0	1	0	0	0	1	0	1	1
Map4	1	1	1	1	0	1	0	1	1
Map4k1	0	1	0	0	0	0	0	0	0
Map4k2	1	1	0	0	0	1	0	1	1
Map4k3	0	1	0	0	0	0	0	1	1
Map4k4	0	0	0	0	0	0	0	1	1
Map4k5	1	0	0	0	0	0	0	1	0
Map6	0	0	0	0	0	0	0	1	1
Map6d1	0	0	0	1	0	0	0	0	1
Map7	0	0	0	1	0	0	0	1	1
Map7d1	0	0	0	1	0	0	0	1	1
Map7d2	0	0	0	0	0	0	0	0	0
Map7d3	0	0	0	0	0	0	0	0	0
Map9	0	0	1	0	0	1	0	1	1
Mapk1	0	1	0	0	0	1	0	1	1
Mapk11	0	0	0	0	0	0	0	1	0
Mapk12	0	0	0	1	0	0	0	1	1
Mapk13	0	0	0	0	0	0	0	1	1
Mapk14	1	1	1	1	0	1	0	1	1
Mapk15	0	0	0	0	0	0	0	1	1
Mapk1ip1	1	0	0	0	0	0	0	1	0
Mapk1ip1l	1	1	1	1	0	1	0	1	1
Mapk3	1	0	1	0	0	0	0	1	1
Mapk4	0	0	0	0	1	1	1	1	1
Mapk6	0	0	1	0	0	1	0	1	1
Mapk7	0	0	0	1	0	1	0	1	1
Mapk8	0	1	1	1	0	1	0	1	1
Mapk8ip1	0	1	0	0	0	0	0	1	1
Mapk8ip2	0	1	1	0	0	1	0	1	1
Mapk8ip3	1	1	1	1	0	0	0	1	1
Mapk9	1	1	1	0	0	1	0	1	1
Mapkap1	0	0	0	0	0	1	0	1	1
Mapkapk2	0	0	0	0	0	1	0	1	1
Mapkapk3	0	0	0	1	1	0	0	1	1
Mapkapk5	1	0	1	0	0	1	0	0	1
Mapkbp1	1	0	1	0	0	1	0	1	1
Mapre1	0	0	1	0	0	1	0	1	1
Mapre2	0	0	0	0	0	0	0	1	0
Mapre3	0	1	0	0	0	0	0	1	1
Mapt	1	1	1	0	0	1	0	1	1
Marc2	0	0	0	0	0	0	0	1	1
March1	0	0	0	0	0	0	0	0	0
March2	0	1	0	0	0	1	0	1	1
March3	0	0	1	0	0	1	0	1	1
March5	0	0	0	0	0	0	0	0	1
March6	0	0	0	0	0	1	0	1	1
March7	0	0	0	0	0	1	0	1	1
March8	0	1	0	1	0	1	0	1	1
March9	0	0	0	0	0	0	0	1	1
Marcks	0	0	0	0	0	0	1	0	0
Marcksl1	1	0	0	0	0	0	0	1	1
Marf1	0	0	0	0	0	0	0	0	0
Mark1	0	0	0	0	0	0	0	0	0
Mark2	0	0	0	0	0	0	0	1	1
Mark3	0	0	0	1	0	0	0	0	1
Mark4	1	0	0	0	0	0	0	1	1
Mars	1	0	1	1	0	1	0	0	1
Mars2	0	0	0	1	0	0	0	1	1
Marveld1	0	0	0	0	0	0	0	0	1
Marveld2	0	1	0	0	0	0	0	1	1
Marveld3	1	0	0	0	0	0	0	1	1
Masp1	0	1	0	0	0	0	0	0	0
Masp2	0	1	0	0	0	0	0	0	0
Mast1	1	0	0	0	0	1	0	1	1
Mast2	1	0	0	0	0	1	0	1	1
Mast3	0	0	0	0	0	0	0	0	0
Mast4	1	0	0	0	0	0	0	1	1
Mastl	0	0	1	0	0	1	0	0	1
Mat2a	1	1	1	1	0	1	0	1	1
Mat2b	0	0	0	1	0	1	0	1	1
Matk	0	1	0	0	0	0	0	1	1
Matn1	0	1	0	0	0	0	0	0	0
Matn2	1	0	0	1	0	0	0	0	1
Matn3	0	0	0	0	0	0	0	1	1
Matr3	1	0	1	1	0	1	0	1	1
Mau2	0	0	1	1	0	0	0	1	0
Mavs	0	0	0	0	1	1	1	1	1
Max	0	0	0	1	0	0	0	0	1
Maz	1	0	1	1	0	1	0	1	1
Mb21d1	0	0	0	0	0	0	0	0	1
Mb21d2	0	0	1	0	0	1	0	0	0
Mbd1	0	0	0	0	0	0	0	0	0
Mbd2	0	1	0	0	0	1	0	1	1
Mbd3	0	0	0	0	0	1	0	0	0
Mbd4	0	0	0	0	0	0	0	0	0
Mbd5	0	0	0	0	0	1	0	0	0
Mbd6	0	1	0	1	0	0	0	1	0
Mbip	0	0	0	0	0	1	0	1	1
Mblac1	0	0	1	1	0	1	0	0	1
Mblac2	0	0	0	0	0	1	0	1	1
Mbnl1	0	1	0	0	0	0	0	0	0
Mbnl2	0	0	1	0	0	0	0	0	1
Mbnl3	0	0	0	0	0	0	0	0	1
Mboat1	0	0	0	0	0	0	0	1	1
Mboat2	1	0	0	0	0	1	0	1	1
Mboat7	0	0	0	0	0	0	0	0	0
Mbp	0	0	0	0	0	0	0	1	1
Mbtd1	0	1	0	1	0	0	0	0	0
Mbtps1	0	0	1	0	0	1	0	1	1
Mbtps2	0	0	0	0	0	0	0	0	0
Mc5r	1	0	0	0	0	1	0	0	0
Mcam	0	0	0	0	0	0	0	0	0
Mcat	0	0	0	0	0	1	0	1	1
Mcc	0	0	1	0	0	0	0	0	1
Mccc1	0	0	1	0	0	1	0	1	1
Mccc2	0	0	0	0	0	0	0	1	1
Mcee	0	1	0	0	0	0	0	1	1
Mcf2	0	0	0	0	1	1	1	0	0
Mcf2l	0	0	0	1	0	1	0	0	1
Mcfd2	0	0	0	0	0	1	0	1	1
Mcl1	0	0	1	0	0	0	0	1	1
Mcm10	0	0	1	0	0	1	0	1	1
Mcm2	0	0	0	0	0	0	0	1	1
Mcm3	0	0	1	0	0	0	0	0	1
Mcm3ap	1	1	1	1	0	1	0	0	1
Mcm4	0	0	0	0	0	0	0	0	0
Mcm5	1	0	1	1	0	0	0	0	1
Mcm6	0	0	0	1	0	1	0	1	1
Mcm7	0	0	0	1	0	1	0	1	1
Mcm8	0	0	0	1	0	1	0	1	1
Mcm9	1	0	0	0	0	1	0	1	1
Mcmbp	0	0	0	0	0	1	0	1	1
Mcoln1	1	1	1	0	0	1	0	1	1
Mcoln3	0	0	0	0	0	0	0	0	0
Mcph1	1	1	1	1	0	1	0	1	1
Mcpt1	0	0	0	0	0	0	0	0	0
Mcpt2	0	0	0	0	0	0	0	0	0
Mcrs1	0	0	1	0	0	1	0	1	1
Mctp1	1	0	0	0	0	0	0	0	1
Mctp2	0	0	1	0	0	1	0	1	1
Mcts1	0	0	1	1	1	0	0	0	1
Mcts2	0	0	1	1	0	1	0	1	1
Mcu	0	1	0	0	0	1	0	1	1
Mcub	0	0	0	0	0	0	0	0	0
Mcur1	0	1	0	0	0	1	0	1	1
Mdc1	0	0	1	1	0	1	0	0	0
Mdfi	0	1	0	0	1	0	0	1	1
Mdfic	0	0	0	0	0	0	0	0	1
Mdga1	1	0	0	0	0	0	0	0	1
Mdh1	0	1	0	0	0	1	0	1	1
Mdh2	0	1	1	1	0	0	0	0	1
Mdk	0	0	1	0	1	1	1	1	1
Mdm1	0	0	0	0	0	0	0	1	1
Mdm2	1	1	1	1	0	0	0	1	1
Mdm4	0	0	1	1	0	0	0	0	1
Mdn1	1	0	0	1	0	1	0	1	1
Mdp1	1	0	0	1	0	0	0	0	1
Mdrl	0	0	0	0	1	1	1	0	0
Me1	0	0	1	0	0	0	0	1	1
Me2	0	0	1	1	0	1	0	1	1
Mea1	0	0	0	1	0	0	0	0	0
Meaf6	1	1	0	0	0	1	0	1	1
Mecom	1	1	0	0	0	0	0	0	1
Mecp2	0	0	0	0	1	0	0	1	1
Mecr	0	0	0	0	0	1	0	1	1
Med1	1	0	0	0	0	1	0	1	1
Med10	0	0	0	0	0	0	0	0	0
Med11	1	0	1	1	0	1	0	1	1
Med12	0	0	0	0	1	0	0	1	1
Med12l	1	0	0	0	0	0	0	1	1
Med13	1	0	0	0	0	1	0	1	1
Med13l	0	0	0	0	0	0	0	0	1
Med14	1	0	0	0	0	0	0	1	1
Med15	1	0	0	0	0	0	0	0	0
Med16	0	0	1	0	0	1	0	1	1
Med17	0	0	0	1	0	1	0	1	1
Med18	1	0	1	1	0	0	0	0	1
Med19	0	0	0	0	0	0	0	1	0
Med20	0	0	0	0	0	0	0	0	0
Med21	0	1	1	0	0	1	1	1	1
Med22	1	0	0	0	0	0	0	1	0
Med23	1	1	1	0	0	1	0	1	1
Med24	0	0	1	0	0	0	0	1	1
Med25	0	0	1	0	0	0	1	1	1
Med26	0	1	0	1	0	0	0	1	1
Med27	0	0	1	0	0	0	0	0	0
Med28	0	1	1	1	0	0	0	0	1
Med29	0	0	0	0	0	0	0	1	0
Med30	0	0	0	0	0	0	0	1	1
Med31	0	0	0	0	0	0	0	1	0
Med4	1	0	1	1	0	1	0	1	1
Med6	0	0	1	0	0	1	0	1	1
Med7	0	1	1	0	0	1	0	0	1
Med8	0	0	0	1	0	0	0	0	1
Med9	0	0	0	0	0	1	0	1	1
Med9os	0	0	1	0	0	0	0	0	0
Mef2a	0	0	0	1	0	1	0	1	1
Mef2b	0	0	1	0	0	0	0	1	1
Mef2c	0	0	0	0	0	0	0	0	1
Mef2d	1	1	0	0	0	0	0	0	0
Meg3	0	0	0	0	0	0	0	0	0
Megf10	1	0	0	0	0	0	0	0	1
Megf11	0	0	0	0	0	0	0	1	1
Megf6	0	0	0	0	0	0	0	1	1
Megf8	1	0	1	0	0	1	0	1	1
Megf9	0	0	0	0	0	0	0	1	1
Mei4	1	0	0	0	0	1	0	1	1
Meiob	0	1	0	1	0	0	0	1	1
Meioc	0	0	0	0	0	1	0	1	1
Meis1	0	0	1	0	0	0	0	0	1
